Chief among these motives was the overwhelming idea of the great whale himself.	jj-in-dt-nns-vbd-dt-jj-nn-in-dt-jj-nn-prp-.	ch-iy-f ah-m-ah-ng dh-iy-z m-ow-t-ih-v-z w-aa-z dh-ah ow-v-er-w-eh-l-m-ih-ng ay-d-iy-ah ah-v dh-ah g-r-ey-t w-ey-l hh-ih-m-s-eh-l-f .	1 0/1 1 1/0 1 0 0/0/1/0 0/1/0 1 0 1 1 0/1 .
Taking a few turns on the quarter-deck, he paused to gaze over the side, then slowly getting into the main-chains he took Stubb's long spade--still remaining there after the whale's Decapitation--and striking it into the lower part of the half-suspended mass, placed its other end crutch-wise under one arm, and so stood leaning over with eyes attentively fixed on this head.	vbg-dt-jj-nns-in-dt-nn-,-prp-vbd-to-nn-in-dt-nn-,-rb-rb-vbg-in-dt-nns-prp-vbd-nnps-jj-nn-cd-rb-vbg-ex-in-dt-nns-nnp-cd-cc-jj-prp-in-dt-jjr-nn-in-dt-nn-nn-,-vbn-prp$-jj-nn-nn-in-cd-nn-,-cc-rb-vbd-vbg-in-in-nns-rb-vbn-in-dt-nn-.	t-ey-k-ih-ng ey f-y-uw t-er-n-z aa-n dh-ah k-w-ao-r-t-er-d-ih-k , hh-iy p-ao-z-d t-uw g-ey-z ow-v-er dh-ah s-ay-d , dh-eh-n s-l-ow-l-iy g-eh-t-ih-ng ih-n-t-uw dh-ah m-ey-n-ch-ey-n-z hh-iy t-uh-k s-t-ah-b-z l-ao-ng s-p-ey-d -- s-t-ih-l r-ih-m-ey-n-ih-ng dh-eh-r ae-f-t-er dh-ah w-aa-l-ah-z d-ih-k-ae-p-ah-t-ey-sh-ah-n -- ae-n-d s-t-r-ay-k-ih-ng ih-t ih-n-t-uw dh-ah l-ow-er p-aa-r-t ah-v dh-ah hh-ae-f-s-ah-s-p-eh-n-d-ah-d m-ae-s , p-l-ey-s-t ih-t-s ah-dh-er eh-n-d k-r-ah-ch-w-ay-z ah-n-d-er w-ah-n aa-r-m , ae-n-d s-ow s-t-uh-d l-iy-n-ih-ng ow-v-er w-ih-dh ay-z ah-t-eh-n-t-ih-v-l-iy f-ih-k-s-t aa-n dh-ih-s hh-eh-d .	1/0 1 1 1 1 0 1/0/0 , 1 1 1 1 1/0 0 1 , 1 1/0 1/0 0/1 0 1/1 1 1 1 1 1 -- 1 0/1/0 1 1/0 0 1/0 0/1/0/1/0 -- 1 1/0 1 0/1 0 1/0 1 1 0 1/0/1/0 1 , 1 1 1/0 1 1/1 1/0 1 1 , 1 1 1 1/0 1/0 1 1 0/1/0/0 1 1 1 1 .
By and by, through the glass the stranger's boats and manned mast-heads proved her a whale-ship.	in-cc-in-,-in-dt-nn-dt-nns-nns-cc-jj-nns-vbd-prp$-dt-nn-.	b-ay ae-n-d b-ay , th-r-uw dh-ah g-l-ae-s dh-ah s-t-r-ey-ng-g-er-z b-ow-t-s ae-n-d m-ae-n-d m-ae-s-t-hh-eh-d-z p-r-uw-v-d hh-er ey w-aa-l-sh-ih-p .	1 1 1 , 1 0 1 0 1/0 1 1 1 1/1 1 0 1 1/1 .
Here be it said, that like the vessels of military marines, the ships of the American Whale Fleet have each a private signal; all which signals being collected in a book with the names of the respective vessels attached, every captain is provided with it.	rb-vb-prp-vbd-,-in-in-dt-nns-in-jj-nns-,-dt-nns-in-dt-nnp-nnp-nnp-vbp-dt-dt-jj-jj-;-dt-wdt-nns-vbg-vbn-in-dt-nn-in-dt-nns-in-dt-jj-nns-vbn-,-dt-nn-vbz-vbn-in-prp-.	hh-ih-r b-iy ih-t s-eh-d , dh-ae-t l-ay-k dh-ah v-eh-s-ah-l-z ah-v m-ih-l-ah-t-eh-r-iy m-r-iy-n-z , dh-ah sh-ih-p-s ah-v dh-ah ah-m-eh-r-ah-k-ah-n w-ey-l f-l-iy-t hh-ae-v iy-ch ey p-r-ay-v-ah-t s-ih-g-n-ah-l ; ao-l w-ih-ch s-ih-g-n-ah-l-z b-iy-ih-ng k-ah-l-eh-k-t-ah-d ih-n ey b-uh-k w-ih-dh dh-ah n-ey-m-z ah-v dh-ah r-ih-s-p-eh-k-t-ih-v v-eh-s-ah-l-z ah-t-ae-ch-t , eh-v-er-iy k-ae-p-t-ah-n ih-s p-r-ah-v-ay-d-ah-d w-ih-dh ih-t .	1 1 1 1 , 1 1 0 1/0 1 1/0/0/0 0 , 0 1 1 0 0/1/0/0 1 1 1 1 1 1/0 1/0 ; 1 1 1/0 1/0 0/1/0 0 1 1 1 0 1 1 0 0/1/0 1/0 0/1 , 1/0/0 1/0 1 0/1/0 1 1 .
Thereby, the whale commanders are enabled to recognise each other upon the ocean, even at considerable distances and with no small facility.	rb-,-dt-nn-nns-vbp-vbd-to-nn-dt-jj-in-dt-nn-,-rb-in-jj-nns-cc-in-dt-jj-nn-.	dh-eh-r-b-ay , dh-ah w-ey-l k-ah-m-ae-n-d-er-z aa-r eh-n-ey-b-ah-l-d t-uw r-eh-k-ah-g-n-ay-z iy-ch ah-dh-er ah-p-aa-n dh-ah ow-sh-ah-n , iy-v-ih-n ae-t k-ah-n-s-ih-d-er-ah-b-ah-l d-ih-s-t-ah-n-s-ah-z ae-n-d w-ih-dh n-ow s-m-ao-l f-ah-s-ih-l-ih-t-iy .	1/1 , 0 1 0/1/0 1 0/1/0 1 1/0/1 1 1/0 0/1 0 1/0 , 1/0 1 0/1/0/0/0 1/0/0 1 1 1 1 0/1/0/0 .
"Hast thou seen the White Whale?" demanded Ahab, when the boat drifted back.	"-nnp-prp-vbn-dt-jj-nnp-?-"-vbd-nnp-,-wrb-dt-nn-vbd-rb-.	" hh-ae-s-t dh-aw s-iy-n dh-ah w-ay-t w-ey-l ? " d-ih-m-ae-n-d-ah-d ah-hh-ae-b , w-eh-n dh-ah b-ow-t d-r-ih-f-t-ah-d b-ae-k .	" 1 1 1 0 1 1 ? " 0/1/0 0/1 , 1 0 1 1/0 1 .
"Think, think of thy whale-boat, stoven and sunk!	"-vbp-,-vbp-in-nn-nn-,-nn-cc-vbn-!	" th-ih-ng-k , th-ih-ng-k ah-v th-iy w-aa-l-b-ow-t , s-t-ow-v-ah-n ae-n-d s-ah-ng-k !	" 1 , 1 1 0 1/1 , 1/0 1 1 !
Meantime, the hoisted sperm whale's head jogged about very violently, and Gabriel was seen eyeing it with rather more apprehensiveness than his archangel nature seemed to warrant.	nn-,-dt-nn-nn-nns-vbp-nn-in-rb-rb-,-cc-nnp-vbd-vbn-vbg-prp-in-rb-jjr-nns-in-prp$-nn-nn-vbd-to-nn-.	m-iy-n-t-ay-m , dh-ah hh-oy-s-t-ah-d s-p-er-m w-aa-l-ah-z hh-eh-d jh-aa-g-d ah-b-aw-t v-eh-r-iy v-ay-ah-l-ah-n-t-l-iy , ae-n-d g-aa-b-r-iy-l w-aa-z s-iy-n ay-ih-ng ih-t w-ih-dh r-ae-dh-er m-ao-r ah-p-r-ah-hh-eh-n-s-ih-v-n-ah-s dh-ae-n hh-ih-z aa-r-sh-ey-ng-g-ah-l n-ey-ch-er s-iy-m-d t-uw w-ao-r-ah-n-t .	1/0 , 0 1/0 1 1/0 1 1 0/1 1/0 1/0/0/0 , 1 0/1 1 1 1/0 1 1 1/0 1 0/0/1/0/0 1 1 1/1/0 1/0 1 1 1/0 .
It seemed that the Jeroboam had not long left home, when upon speaking a whale-ship, her people were reliably apprised of the existence of Moby Dick, and the havoc he had made.	prp-vbd-in-dt-nnp-vbd-rb-jj-vbn-nn-,-wrb-in-vbg-dt-nn-,-prp$-nns-vbd-rb-vbn-in-dt-nn-in-nnp-nnp-,-cc-dt-nn-prp-vbd-vbn-.	ih-t s-iy-m-d dh-ae-t dh-ah jh-eh-r-ah-b-ow-m hh-ae-d n-aa-t l-ao-ng l-eh-f-t hh-ow-m , w-eh-n ah-p-aa-n s-p-iy-k-ih-ng ey w-aa-l-sh-ih-p , hh-er p-iy-ow-p-ah-l w-er r-ih-l-ay-ah-b-l-iy ah-p-r-ay-z-d ah-v dh-ah eh-g-z-ih-s-t-ah-n-s ah-v m-ow-b-iy d-ih-k , ae-n-d dh-ah hh-ae-v-ah-k hh-iy hh-ae-d m-ey-d .	1 1 1 0 1/0/1 1 1 1 1 1 , 1 0/1 1/0 1 1/1 , 0 1/0 0 0/1/0/0 0/1 1 0 0/1/0 1 1/0 1 , 1 0 1/0 1 1 1 .
Greedily sucking in this intelligence, Gabriel solemnly warned the captain against attacking the White Whale, in case the monster should be seen; in his gibbering insanity, pronouncing the White Whale to be no less a being than the Shaker God incarnated; the Shakers receiving the Bible.	rb-vbg-in-dt-nn-,-nnp-rb-vbd-dt-nn-in-vbg-dt-jj-nnp-,-in-nn-dt-nn-md-vb-vbn-;-in-prp$-nn-nn-,-jj-dt-jj-nnp-to-vb-dt-jjr-dt-vbg-in-dt-nnp-nnp-vbn-;-dt-nnps-vbg-dt-jj-.	g-r-iy-d-ah-l-iy s-ah-k-ih-ng ih-n dh-ih-s ih-n-t-eh-l-ah-jh-ah-n-s , g-aa-b-r-iy-l s-ao-l-ah-m-l-iy w-ao-r-n-d dh-ah k-ae-p-t-ah-n ah-g-eh-n-s-t ah-t-ae-k-ih-ng dh-ah w-ay-t w-ey-l , ih-n k-ey-s dh-ah m-aa-n-s-t-er sh-uh-d b-iy s-iy-n ; ih-n hh-ih-z g-ih-b-er-ih-ng ih-n-s-ae-n-ah-t-iy , p-r-ah-n-aw-n-s-ih-ng dh-ah w-ay-t w-ey-l t-uw b-iy n-ow l-eh-s ey b-iy-ih-ng dh-ae-n dh-ah sh-ey-k-er g-aa-d ih-n-k-aa-r-n-ey-t-ah-d ; dh-ah sh-ey-k-er-z r-ah-s-iy-v-ih-ng dh-ah b-ay-b-ah-l .	1/0/0 1/0 0 1 0/1/0/0 , 0/1 1/0/0 1 0 1/0 0/1 0/1/0 0 1 1 , 0 1 0 1/0 1 1 1 ; 0 1 1/0 0/1/0/0 , 0/1/0 0 1 1 1 1 1 1 1 1/0 1 0 1/0 1 1/0/1/0 ; 0 1/0 0/1/0 0 1/0 .
Now, while Macey, the mate, was standing up in his boat's bow, and with all the reckless energy of his tribe was venting his wild exclamations upon the whale, and essaying to get a fair chance for his poised lance, lo! a broad white shadow rose from the sea; by its quick, fanning motion, temporarily taking the breath out of the bodies of the oarsmen.	rb-,-in-nnp-,-dt-nn-,-vbd-vbg-in-in-prp$-nns-vbp-,-cc-in-dt-dt-jj-nn-in-prp$-nn-vbd-nn-prp$-jj-nns-in-dt-nn-,-cc-nn-to-vb-dt-jj-nn-in-prp$-vbn-nn-,-uh-!-dt-jj-jj-nn-vbd-in-dt-nn-;-in-prp$-jj-,-vbg-nn-,-rb-vbg-dt-nn-in-in-dt-nns-in-dt-nn-.	n-aw , w-ay-l m-ey-s-iy , dh-ah m-ey-t , w-aa-z s-t-ae-n-d-ih-ng ah-p ih-n hh-ih-z b-ow-t-z b-aw , ae-n-d w-ih-dh ao-l dh-ah r-eh-k-l-ah-s eh-n-er-jh-iy ah-v hh-ih-z t-r-ay-b w-aa-z v-eh-n-t-ih-ng hh-ih-z w-ay-l-d ih-k-s-k-l-ah-m-ey-sh-ah-n-z ah-p-aa-n dh-ah w-ey-l , ae-n-d eh-s-ey-ih-ng t-uw g-eh-t ey f-eh-r ch-ae-n-s f-ao-r hh-ih-z p-oy-z-d l-ae-n-s , l-ow ! ey b-r-ao-d w-ay-t sh-ae-d-ow r-ow-z f-r-ah-m dh-ah s-iy ; b-ay ih-t-s k-w-ih-k , f-ae-n-ih-ng m-ow-sh-ah-n , t-eh-m-p-er-eh-r-ah-l-iy t-ey-k-ih-ng dh-ah b-r-eh-th aw-t ah-v dh-ah b-aa-d-iy-z ah-v dh-ah ao-aa-r-s-m-eh-n .	1 , 1 1/0 , 0 1 , 1 1/0 1 0 1 1 1 , 1 1 1 0 1/0 1/0/0 1 1 1 1 1/0 1 1 0/0/1/0 0/1 0 1 , 1 1/1 1 1 1 1 1 1 1 1 1 , 1 ! 1 1 1 1/0 1 1 0 1 ; 1 1 1 , 1/0 1/0 , 0/0/1/0/0 1/0 0 1 1 1 0 1/0 1 0 1/0 .
It is well to parenthesize here, that of the fatal accidents in the Sperm-Whale Fishery, this kind is perhaps almost as frequent as any.	prp-vbz-rb-to-nn-rb-,-in-in-dt-jj-nns-in-dt-nnp-nnp-,-dt-nn-vbz-rb-rb-in-jj-in-dt-.	ih-t ih-s w-eh-l t-uw p-r-eh-n-th-ah-s-ay-z hh-ih-r , dh-ae-t ah-v dh-ah f-ey-t-ah-l ae-k-s-ah-d-ah-n-t-s ih-n dh-ah s-p-er-m-w-aa-l f-ih-sh-er-iy , dh-ih-s k-ay-n-d ih-s p-er-hh-ae-p-s ao-l-m-ow-s-t ae-z f-r-iy-k-w-ah-n-t ae-z eh-n-iy .	1 1 1 1 1/0/1 1 , 1 1 0 1/0 1/0/0 0 0 0/1 1/0/0 , 1 1 1 0/1 1/0 1 1/0 1 1/0 .
Gabriel called off the terror-stricken crew from the further hunting of the whale.	nnp-vbn-in-dt-nn-nn-in-dt-jj-vbg-in-dt-nn-.	g-aa-b-r-iy-l k-ao-l-d ao-f dh-ah t-eh-r-ao-er-s-t-r-ih-k-ah-n k-r-uw f-r-ah-m dh-ah f-er-dh-er hh-ah-n-t-ih-ng ah-v dh-ah w-ey-l .	0/1 1 1 0 1/1/1/0 1 1 0 1/0 1/0 1 0 1 .
Mayhew having concluded his narration, Ahab put such questions to him, that the stranger captain could not forbear inquiring whether he intended to hunt the White Whale, if opportunity should offer.	nnp-vbg-vbd-prp$-nn-,-nnp-vb-jj-nns-to-prp-,-in-dt-nn-nn-md-rb-nn-jj-in-prp-vbn-to-nn-dt-jj-nnp-,-in-nn-md-vb-.	m-ey-hh-y-uw hh-ae-v-ih-ng k-ah-n-k-l-uw-d-ah-d hh-ih-z n-eh-r-ey-sh-ah-n , ah-hh-ae-b p-uh-t s-ah-ch k-w-eh-s-ch-ah-n-z t-uw hh-ih-m , dh-ae-t dh-ah s-t-r-ey-n-jh-er k-ae-p-t-ah-n k-uh-d n-aa-t f-ao-r-b-eh-r ih-n-k-w-ay-er-ih-ng w-eh-dh-er hh-iy ih-n-t-eh-n-d-ah-d t-uw hh-ah-n-t dh-ah w-ay-t w-ey-l , ih-f aa-p-er-t-uw-n-ah-t-iy sh-uh-d ao-f-er .	1/0 1/0 0/1/0 1 0/1/0 , 0/1 1 1 1/0 1 1 , 1 0 1/0 1/0 1 1 1/1 0/1/0/0 1/0 1 0/1/0 1 1 0 1 1 , 1 0/0/1/0/0 1 1/0 .
Every whale-ship takes out a goodly number of letters for various ships, whose delivery to the persons to whom they may be addressed, depends upon the mere chance of encountering them in the four oceans.	dt-nn-vbz-in-dt-rb-nn-in-nns-in-jj-nns-,-wp$-nn-to-dt-nns-to-wp-prp-md-vb-vbn-,-vbz-in-dt-jj-nn-in-vbg-prp-in-dt-cd-nns-.	eh-v-er-iy w-aa-l-sh-ih-p t-ey-k-s aw-t ey g-uh-d-l-iy n-ah-m-b-er ah-v l-eh-t-er-z f-ao-r v-eh-r-iy-ah-s sh-ih-p-s , hh-uw-z d-ih-l-ih-v-er-iy t-uw dh-ah p-er-s-ah-n-z t-uw hh-uw-m dh-ey m-ey b-iy ah-d-r-eh-s-t , d-ih-p-eh-n-d-z ah-p-aa-n dh-ah m-ih-r ch-ae-n-s ah-v eh-n-k-aw-n-t-er-ih-ng dh-eh-m ih-n dh-ah f-ao-r ow-sh-ah-n-z .	1/0/0 1/1 1 1 1 1/0 1/0 1 1/0 1 1/0/0 1 , 1 0/1/0/0 1 0 1/0 1 1 1 1 1 0/1 , 0/1 0/1 0 1 1 1 0/1/0/0 1 0 0 1 1/0 .
As, after this interlude, the seamen resumed their work upon the jacket of the whale, many strange things were hinted in reference to this wild affair.	in-,-in-dt-nn-,-dt-nns-vbd-prp$-nn-in-dt-nn-in-dt-nn-,-jj-jj-nns-vbd-vbd-in-nn-to-dt-jj-nn-.	ae-z , ae-f-t-er dh-ih-s ih-n-t-er-l-uw-d , dh-ah s-iy-m-eh-n r-ih-z-uw-m-d dh-eh-r w-er-k ah-p-aa-n dh-ah jh-ae-k-ah-t ah-v dh-ah w-ey-l , m-eh-n-iy s-t-r-ey-n-jh th-ih-ng-z w-er hh-ih-n-t-ah-d ih-n r-eh-f-er-ah-n-s t-uw dh-ih-s w-ay-l-d ah-f-eh-r .	1 , 1/0 1 1/0/0 , 0 1/0 0/1 1 1 0/1 0 1/0 1 0 1 , 1/0 1 0 0 1/0 0 1/0/0 1 1 1 0/1 .
In the tumultuous business of cutting-in and attending to a whale, there is much running backwards and forwards among the crew.	in-dt-jj-nn-in-nn-cc-vbg-to-dt-nn-,-ex-vbz-jj-vbg-rb-cc-rb-in-dt-nn-.	ih-n dh-ah t-uw-m-ah-l-ch-uw-ah-s b-ih-z-n-ah-s ah-v k-ah-t-ih-ng-ih-n ae-n-d ah-t-eh-n-d-ih-ng t-uw ey w-ey-l , dh-eh-r ih-s m-ah-ch r-ah-n-ih-ng b-ae-k-w-er-d-z ae-n-d f-ao-r-w-er-d-z ah-m-ah-ng dh-ah k-r-uw .	0 0 0/1/0/0 1/0 1 1/0/1 1 0/1/0 1 1 1 , 1 1 1 1/0 1/0 1 1/0 0/1 0 1 .
It was mentioned that upon first breaking ground in the whale's back, the blubber-hook was inserted into the original hole there cut by the spades of the mates.	prp-vbd-vbn-in-in-jj-vbg-nn-in-dt-nns-rb-,-dt-nn-vbd-vbn-in-dt-jj-nn-ex-vb-in-dt-nns-in-dt-nns-.	ih-t w-aa-z m-eh-n-sh-ah-n-d dh-ae-t ah-p-aa-n f-er-s-t b-r-ey-k-ih-ng g-r-aw-n-d ih-n dh-ah w-aa-l-ah-z b-ae-k , dh-ah b-l-ah-b-er-hh-uh-k w-aa-z ih-n-s-er-t-ah-d ih-n-t-uw dh-ah er-ih-jh-ah-n-ah-l hh-ow-l dh-eh-r k-ah-t b-ay dh-ah s-p-ey-d-z ah-v dh-ah m-ey-t-s .	1 1 1/0 1 0/1 1 1/0 1 0 0 1/0 1 , 0 1/0/1 1 0/1/0 0/1 0 0/1/0/0 1 1 1 1 0 1 1 0 1 .
But in very many cases, circumstances require that the harpooneer shall remain on the whale till the whole tensing or stripping operation is concluded.	cc-in-rb-jj-nns-,-nns-vbp-in-dt-nn-md-vb-in-dt-nn-in-dt-jj-nn-cc-vbg-nn-vbz-vbd-.	b-ah-t ih-n v-eh-r-iy m-eh-n-iy k-ey-s-ah-z , s-er-k-ah-m-s-t-ae-n-s-ah-z r-iy-k-w-ay-er dh-ae-t dh-ah hh-aa-r-p-uw-n-ih-r sh-ae-l r-ih-m-ey-n aa-n dh-ah w-ey-l t-ih-l dh-ah hh-ow-l t-eh-n-s-ih-ng ao-r s-t-r-ih-p-ih-ng aa-p-er-ey-sh-ah-n ih-s k-ah-n-k-l-uw-d-ah-d .	1 0 1/0 1/0 1/0 , 1/0/1/0 0/1/0 1 0 0/1/1 1 0/1 1 0 1 1 0 1 1/0 1 1/0 0/0/1/0 1 0/1/0 .
The whale, be it observed, lies almost entirely submerged, excepting the immediate parts operated upon.	dt-nn-,-vb-prp-vbn-,-nns-rb-rb-vbn-,-vbg-dt-jj-nns-vbn-in-.	dh-ah w-ey-l , b-iy ih-t ah-b-z-er-v-d , l-ay-z ao-l-m-ow-s-t ih-n-t-ay-er-l-iy s-ah-b-m-er-jh-d , eh-k-s-eh-p-t-ih-ng dh-ah ih-m-iy-d-iy-ah-t p-aa-r-t-s aa-p-er-ey-t-ah-d ah-p-aa-n .	0 1 , 1 1 0/1 , 1 1/0 0/1/0/0 0/1 , 0/1/0 0 0/1/0/0 1 1/0/0/0 0/1 .
So down there, some ten feet below the level of the deck, the poor harpooneer flounders about, half on the whale and half in the water, as the vast mass revolves like a tread-mill beneath him.	rb-rb-ex-,-dt-nn-nns-in-dt-nn-in-dt-nn-,-dt-jj-nn-vbz-in-,-nn-in-dt-nn-cc-nn-in-dt-nn-,-in-dt-jj-nn-vbz-in-dt-nn-in-prp-.	s-ow d-aw-n dh-eh-r , s-ah-m t-eh-n f-iy-t b-ih-l-ow dh-ah l-eh-v-ah-l ah-v dh-ah d-eh-k , dh-ah p-uh-r hh-aa-r-p-uw-n-ih-r f-l-aw-n-d-er-z ah-b-aw-t , hh-ao-f aa-n dh-ah w-ey-l ae-n-d hh-ao-f ih-n dh-ah w-ao-t-er , ae-z dh-ah v-ae-s-t m-ae-s r-iy-v-aa-l-v-z l-ay-k ey t-r-eh-d-m-ih-l b-ih-n-iy-th hh-ih-m .	1 1 1 , 1 1 1 0/1 0 1/0 1 0 1 , 0 1 0/1/1 1/0 0/1 , 1 1 0 1 1 1 0 0 1/0 , 1 0 1 1 0/1 1 1 1/1 0/1 1 .
Being the savage's bowsman, that is, the person who pulled the bow-oar in his boat (the second one from forward), it was my cheerful duty to attend upon him while taking that hard-scrabble scramble upon the dead whale's back.	vbg-dt-nns-nn-,-in-vbz-,-dt-nn-wp-vbd-dt-nn-in-prp$-nn-(-dt-nn-cd-in-rb-)-,-prp-vbd-prp$-jj-nn-to-vb-in-prp-in-vbg-in-nn-nn-in-dt-jj-nns-rb-.	b-iy-ih-ng dh-ah s-ae-v-ih-g-iy-z b-aw-z-m-ah-n , dh-ae-t ih-s , dh-ah p-er-s-ah-n hh-uw p-uh-l-d dh-ah b-ow-ao-r ih-n hh-ih-z b-ow-t ( dh-ah s-eh-k-ah-n-d w-ah-n f-r-ah-m f-ao-r-w-er-d ) , ih-t w-aa-z m-ay ch-ih-r-f-ah-l d-uw-t-iy t-uw ah-t-eh-n-d ah-p-aa-n hh-ih-m w-ay-l t-ey-k-ih-ng dh-ae-t hh-aa-r-d-s-k-r-ae-b-ah-l s-k-r-ae-m-b-ah-l ah-p-aa-n dh-ah d-eh-d w-aa-l-ah-z b-ae-k .	1/0 0 1/0/0 1/0 , 1 1 , 0 1/0 1 1 0 1 0 1 1 ( 0 1/0 1 1 1/0 ) , 1 1 1 1/0 1/0 1 0/1 0/1 1 1 1/0 1 1/1/0 1/0 0/1 0 1 1/0 1 .
And yet still further pondering--while I jerked him now and then from between the whale and ship, which would threaten to jam him--still further pondering, I say, I saw that this situation of mine was the precise situation of every mortal that breathes; only, in most cases, he, one way or other, has this Siamese connexion with a plurality of other mortals.	cc-rb-rb-jj-vbg-cd-in-prp-vbd-prp-rb-cc-rb-in-in-dt-nn-cc-nn-,-wdt-md-vb-to-nn-prp-cd-rb-jj-vbg-,-prp-vbp-,-prp-vbd-in-dt-nn-in-nn-vbd-dt-jj-nn-in-dt-jj-in-vbz-;-rb-,-in-rbs-nns-,-prp-,-cd-nn-cc-jj-,-vbz-dt-nnp-nn-in-dt-nn-in-jj-nns-.	ae-n-d y-eh-t s-t-ih-l f-er-dh-er p-aa-n-d-er-ih-ng -- w-ay-l iy jh-er-k-t hh-ih-m n-aw ae-n-d dh-eh-n f-r-ah-m b-ih-t-w-iy-n dh-ah w-ey-l ae-n-d sh-ih-p , w-ih-ch w-uh-d th-r-eh-t-ah-n t-uw jh-ae-m hh-ih-m -- s-t-ih-l f-er-dh-er p-aa-n-d-er-ih-ng , iy s-ey , iy s-ao dh-ae-t dh-ih-s s-ih-ch-uw-ey-sh-ah-n ah-v m-ay-n w-aa-z dh-ah p-r-ih-s-ay-s s-ih-ch-uw-ey-sh-ah-n ah-v eh-v-er-iy m-ao-r-t-ah-l dh-ae-t b-r-iy-dh-z ; ow-n-l-iy , ih-n m-ow-s-t k-ey-s-ah-z , hh-iy , w-ah-n w-ey ao-r ah-dh-er , hh-ae-z dh-ih-s s-iy-ey-m-iy-z k-ah-n-iy-k-s-ah-n w-ih-dh ey p-l-er-ae-l-ih-t-iy ah-v ah-dh-er m-ao-r-t-ah-l-z .	1 1 1 1/0 1/0/0 -- 1 0 1 1 1 1 1 1 0/1 0 1 1 1 , 1 1 1/0 1 1 1 -- 1 1/0 1/0/0 , 0 1 , 0 1 1 1 0/0/1/0 1 1 1 0 0/1 0/0/1/0 1 1/0/0 1/0 1 1 ; 1/0 , 0 1 1/0 , 1 , 1 1 1 1/0 , 1 1 1/1 0/1/0 1 1 0/1/0/0 1 1/0 1/0 .
Nor could I possibly forget that, do what I would, I only had the management of one end of it.* *The monkey-rope is found in all whalers; but it was only in the Pequod that the monkey and his holder were ever tied together.	cc-md-prp-rb-vb-in-,-vb-wp-prp-md-,-prp-rb-vbd-dt-nn-in-cd-nn-in-prp-.-*-nn-nn-vbz-vbd-in-dt-nns-;-cc-prp-vbd-rb-in-dt-nnp-in-dt-nn-cc-prp$-nn-vbd-rb-vbn-rb-.	n-ao-r k-uh-d iy p-aa-s-ah-b-l-iy f-er-g-eh-t dh-ae-t , d-uw w-ah-t iy w-uh-d , iy ow-n-l-iy hh-ae-d dh-ah m-ae-n-ah-jh-m-ah-n-t ah-v w-ah-n eh-n-d ah-v ih-t . * dh m-ah-ng-k-r-ow-p ih-s f-aw-n-d ih-n ao-l w-ey-l-er-z ; b-ah-t ih-t w-aa-z ow-n-l-iy ih-n dh-ah p-ey-k-w-aa-d dh-ae-t dh-ah m-ah-ng-k-iy ae-n-d hh-ih-z hh-ow-l-d-er w-er eh-v-er t-ay-d t-ah-g-eh-dh-er .	1 1 0 1/0/0 0/1 1 , 1 1 0 1 , 0 1/0 1 0 1/0/0 1 1 1 1 1 . * 0 1/1 1 1 0 1 1/0 ; 1 1 1 1/0 0 0 0/1 1 0 1/0 1 1 1/0 0 1/0 1 0/1/0 .
I have hinted that I would often jerk poor Queequeg from between the whale and the ship--where he would occasionally fall, from the incessant rolling and swaying of both.	prp-vbp-vbd-in-prp-md-rb-nn-jj-nnp-in-in-dt-nn-cc-dt-nn-cd-wrb-prp-md-rb-nn-,-in-dt-jj-vbg-cc-vbg-in-nn-.	iy hh-ae-v hh-ih-n-t-ah-d dh-ae-t iy w-uh-d ao-f-ah-n jh-er-k p-uh-r k-w-iy-k-g f-r-ah-m b-ih-t-w-iy-n dh-ah w-ey-l ae-n-d dh-ah sh-ih-p -- w-eh-r hh-iy w-uh-d ah-k-ey-zh-ah-n-ah-l-iy f-ao-l , f-r-ah-m dh-ah ih-n-s-eh-s-ah-n-t r-ow-l-ih-ng ae-n-d s-w-ey-ih-ng ah-v b-aa-th .	0 1 1/0 1 0 1 1/0 1 1 1 1 0/1 0 1 1 0 1 -- 1 1 1 0/1/0/0/0 1 , 1 0 0/1/0 1/0 1 1/0 1 1 .
A thing altogether incredible were it not that attracted by such prey as a dead whale, the otherwise miscellaneously carnivorous shark will seldom touch a man.	dt-nn-rb-jj-vbd-prp-rb-in-vbn-in-jj-nn-in-dt-jj-nn-,-dt-jj-rb-jj-nn-md-rb-nn-dt-nn-.	ey th-ih-ng ao-l-t-ah-g-eh-dh-er ih-n-k-r-eh-d-ah-b-ah-l w-er ih-t n-aa-t dh-ae-t ah-t-r-ae-k-t-ah-d b-ay s-ah-ch p-r-ey ae-z ey d-eh-d w-ey-l , dh-ah ah-dh-er-w-ay-z m-ih-s-eh-l-ey-n-iy-ah-s-l-iy k-aa-r-n-ih-v-er-ah-s sh-aa-r-k w-ih-l s-eh-l-d-ah-m t-ah-ch ey m-ae-n .	1 1 0/0/1/0 0/1/0/0 0 1 1 1 0/1/0 1 1 1 1 1 1 1 , 0 1/0/0 1/1/1/0/0 0/1/0/0 1 1 1/0 1 1 1 .
